[AddictionAndRecovery; inCodeSet; _CategoryCodeSet_Services_Main]
[P-Behavioral Health Outpatient Services (Northern Children's Services); servicePhone; Behavioral Health Outpatient Services (Northern Children's Services)]
[P-Marconi Older Adult Program (Caring People Alliance); servicePhone; Marconi Older Adult Program (Caring People Alliance)]
[P-Mental Health Outpatient Service (Horizon House); servicePhone; Mental Health Outpatient Service (Horizon House)]
[P-Journey of Hope Project JOH (Philadelphia Department of Behavioral Health and Intellectual disAbility Services DBHIDS - Office of Addiction Services OAS); servicePhone; Journey of Hope Project JOH (Philadelphia Department of Behavioral Health and Intellectual disAbility Services DBHIDS - Office of Addiction Services OAS)]
[P-Autism Integrated Care Program (Children's Hospital of Philadelphia); servicePhone; Autism Integrated Care Program (Children's Hospital of Philadelphia)]
[P-Food Pantry (Mission of St. Joan of Arc); servicePhone; Food Pantry (Mission of St. Joan of Arc)]
[P-Community Support Services (Community Center at Visitation); servicePhone; Community Support Services (Community Center at Visitation)]
[P-Mobile Psychiatric Rehabilitation Service (Horizon House); servicePhone; Mobile Psychiatric Rehabilitation Service (Horizon House)]
[P-Adult Outpatient Services (Hispanic Community Counseling Services); servicePhone; Adult Outpatient Services (Hispanic Community Counseling Services)]
[P-Addiction Medicine And Health Advocates (African Cultural Alliance of North America Inc. ACANA); servicePhone; Addiction Medicine And Health Advocates (African Cultural Alliance of North America Inc. ACANA)]
[P-Homeless Veterans Initiative (Disabled American Veterans); servicePhone; Homeless Veterans Initiative (Disabled American Veterans)]
[P-Therapy & Counseling (The Better You Institute); servicePhone; Therapy & Counseling (The Better You Institute)]
[P-Open Door Clubhouse (COMHAR, Inc.); servicePhone; Open Door Clubhouse (COMHAR, Inc.)]
[P-Continuity of Care (The Consortium, Inc.); servicePhone; Continuity of Care (The Consortium, Inc.)]
[P-Medication-Assisted Treatment (NorthEast Treatment Centers - OTP); servicePhone; Medication-Assisted Treatment (NorthEast Treatment Centers - OTP)]
[P-Community Outreach, Recovery, & Empowerment (Horizon House); servicePhone; Community Outreach, Recovery, & Empowerment (Horizon House)]
[P-Short Term Rehabilitation (Liberty Center For Rehabilitation And Nursing); servicePhone; Short Term Rehabilitation (Liberty Center For Rehabilitation And Nursing)]
[P-Small Things Market (Small Things); servicePhone; Small Things Market (Small Things)]
[P-Veterans Upward Bound VUB Program (University of Pennsylvania - Division of the Vice Provost for University Life); servicePhone; Veterans Upward Bound VUB Program (University of Pennsylvania - Division of the Vice Provost for University Life)]
[Senior (Philabundance)_5692243664961536; servicePhone; Senior (Philabundance)_5692243664961536]
[P-Community Residential Services (Horizon House); servicePhone; Community Residential Services (Horizon House)]
[P-Outpatient Mental and Behavioral Health Therapy Services (Einstein Healthcare Network); servicePhone; Outpatient Mental and Behavioral Health Therapy Services (Einstein Healthcare Network)]
[P-Behavior Health Services (Psychological Services Center at Temple University); servicePhone; Behavior Health Services (Psychological Services Center at Temple University)]
[P-Behavioral Health Services (APM); servicePhone; Behavioral Health Services (APM)]
[P-New Pathways Project (Public Health Management Corporation); servicePhone; New Pathways Project (Public Health Management Corporation)]
[P-Mobile Crisis (The Consortium, Inc.); servicePhone; Mobile Crisis (The Consortium, Inc.)]
[P-Partial Hospitalization Program PHP (Merakey - Pennsylvania); servicePhone; Partial Hospitalization Program PHP (Merakey - Pennsylvania)]
[P-Grab and Go Meals (Old Pine Community Center); servicePhone; Grab and Go Meals (Old Pine Community Center)]
[P-Food Pantry (Golden Star Baptist Church); servicePhone; Food Pantry (Golden Star Baptist Church)]
[P-Case Management & Recovery Coaching (Merakey - Pennsylvania); servicePhone; Case Management & Recovery Coaching (Merakey - Pennsylvania)]
[P-Outpatient Program (Citizens Acting Together Can Help, Inc.); servicePhone; Outpatient Program (Citizens Acting Together Can Help, Inc.)]
[P-Financial Assistance for Military Families (American Red Cross); servicePhone; Financial Assistance for Military Families (American Red Cross)]
[P-Support Groups SOS (Survivors of Suicide, Inc.); servicePhone; Support Groups SOS (Survivors of Suicide, Inc.)]
[P-Drop-In Social Services (Broad Street Love BSL); servicePhone; Drop-In Social Services (Broad Street Love BSL)]
[P-Therapy (Equilibria Psychological and Consultation Services); servicePhone; Therapy (Equilibria Psychological and Consultation Services)]
[P-Food Drive Give Away (Institute for the Development of African-American Youth, Inc. (IDAAY)); servicePhone; Food Drive Give Away (Institute for the Development of African-American Youth, Inc. (IDAAY))]
[P-Behavioral Health Rehabilitation Service (Citizens Acting Together Can Help, Inc.); servicePhone; Behavioral Health Rehabilitation Service (Citizens Acting Together Can Help, Inc.)]
[P-Outpatient Behavioral Health Services Therapy and Medication Management (Malvern Community Health Services); servicePhone; Outpatient Behavioral Health Services Therapy and Medication Management (Malvern Community Health Services)]
[P-Food Bank (Eastwick United Methodist Church); servicePhone; Food Bank (Eastwick United Methodist Church)]
[P-Adult Psychological Services (Equilibria Psychological and Consultation Services); servicePhone; Adult Psychological Services (Equilibria Psychological and Consultation Services)]
[P-Chronic Disease Management (Greater Philadelphia Health Action, Inc.); servicePhone; Chronic Disease Management (Greater Philadelphia Health Action, Inc.)]
[P-Community Fridges (South Philadelphia Community Fridge); servicePhone; Community Fridges (South Philadelphia Community Fridge)]
[P-Community Integrated Recovery Center (CIRC) at Penrose (Citizens Acting Together Can Help, Inc.); servicePhone; Community Integrated Recovery Center (CIRC) at Penrose (Citizens Acting Together Can Help, Inc.)]
[P-Behavioral Health Services (Dr. Robin Lowey & Associates LLC); servicePhone; Behavioral Health Services (Dr. Robin Lowey & Associates LLC)]
[P-Food Cupboard (The Church of St. Andrew and St. Monica); servicePhone; Food Cupboard (The Church of St. Andrew and St. Monica)]
[P-Behavioral Health Rehabilitation Services (Community Council Health Systems); servicePhone; Behavioral Health Rehabilitation Services (Community Council Health Systems)]
[P-St. Mark's Food Cupboard (Saint Mark's Church); servicePhone; St. Mark's Food Cupboard (Saint Mark's Church)]
[Anti-Violence Network)_5736693051949056; servicePhone; Anti-Violence Network)_5736693051949056]
[P-Children's Outpatient Evaluation and Counseling (COMHAR, Inc.); servicePhone; Children's Outpatient Evaluation and Counseling (COMHAR, Inc.)]
[P-Free Produce Markets No.2 (Children's Hospital of Philadelphia); servicePhone; Free Produce Markets No.2 (Children's Hospital of Philadelphia)]
[P-Food Pantry (The Common Place); servicePhone; Food Pantry (The Common Place)]
[P-City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services); servicePhone; City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)]
[P-Counseling Services (Women Organized Against Rape); servicePhone; Counseling Services (Women Organized Against Rape)]
[P-Philly LIFTS (The City of Philadelphia Department of Behavioral Health and Intellectual disAbility Services); servicePhone; Philly LIFTS (The City of Philadelphia Department of Behavioral Health and Intellectual disAbility Services)]
[P-Mental Health Services (American Living Organ Donor Fund); servicePhone; Mental Health Services (American Living Organ Donor Fund)]
[P-Emergency Shelter (Gaudenzia); servicePhone; Emergency Shelter (Gaudenzia)]
[P-Adolescent Medicine (Children's Hospital of Philadelphia); servicePhone; Adolescent Medicine (Children's Hospital of Philadelphia)]
[P-Residential Behavioral Health (The Consortium, Inc.); servicePhone; Residential Behavioral Health (The Consortium, Inc.)]
[P-Philadelphia Senior Centers (NewCourtland Network); servicePhone; Philadelphia Senior Centers (NewCourtland Network)]
[P-Substance Abuse Treatment (CORA Services); servicePhone; Substance Abuse Treatment (CORA Services)]
[P-Family Self-Sufficiency Program (ACHIEVEability); servicePhone; Family Self-Sufficiency Program (ACHIEVEability)]
[P-Behavioral Health Services (La Puerta Abierta LPA); servicePhone; Behavioral Health Services (La Puerta Abierta LPA)]
[P-Behavioral Health (Puentes De Salud); servicePhone; Behavioral Health (Puentes De Salud)]
[P-CORE Group (Women Organized Against Rape); servicePhone; CORE Group (Women Organized Against Rape)]
[P-The Goldman Clinic (The Behavioral Wellness Center at Girard); servicePhone; The Goldman Clinic (The Behavioral Wellness Center at Girard)]
[P-Food Bank (Greater Philadelphia Asian Social Service Center); servicePhone; Food Bank (Greater Philadelphia Asian Social Service Center)]
[P-Community Integrated Recovery Center CIRC at Packer (Citizens Acting Together Can Help, Inc.); servicePhone; Community Integrated Recovery Center CIRC at Packer (Citizens Acting Together Can Help, Inc.)]
[P-Behavioral Health Rehabilitation Services BHRS (Pennsylvania Mentor); servicePhone; Behavioral Health Rehabilitation Services BHRS (Pennsylvania Mentor)]
[P-Saint Helena Parish Food Cupboard (Saint Helena); servicePhone; Saint Helena Parish Food Cupboard (Saint Helena)]
[P-PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.); servicePhone; PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.)]
[P-SafeTogether Program (Child Abuse Prevention Effort); servicePhone; SafeTogether Program (Child Abuse Prevention Effort)]
[P-Steven A. Cohen Military Family Clinic at Penn (University of Pennsylvania Perelman School of Medicine); servicePhone; Steven A. Cohen Military Family Clinic at Penn (University of Pennsylvania Perelman School of Medicine)]
[P-Low Fee Therapy Services (Council for Relationships CFR); servicePhone; Low Fee Therapy Services (Council for Relationships CFR)]
[P-Medication-Assisted Treatment (CleanSlate); servicePhone; Medication-Assisted Treatment (CleanSlate)]
[P-Adult Counseling (Jewish Family and Children's Service of Greater Philadelphia); servicePhone; Adult Counseling (Jewish Family and Children's Service of Greater Philadelphia)]
[P-Education Planning and Career Development (Family Promise of Philadelphia); servicePhone; Education Planning and Career Development (Family Promise of Philadelphia)]
[P-Behavioral Health Services (Covenant House Inc); servicePhone; Behavioral Health Services (Covenant House Inc)]
[ Prenatal (Spectrum Health Services)_v2_6323784639315968; servicePhone;  Prenatal (Spectrum Health Services)_v2_6323784639315968]
[P-Miracles In Progress (The Behavioral Wellness Center at Girard); servicePhone; Miracles In Progress (The Behavioral Wellness Center at Girard)]
[P-Family First (Child Guidance Resource Centers); servicePhone; Family First (Child Guidance Resource Centers)]
[P-Counseling (Horizon House); servicePhone; Counseling (Horizon House)]
[P-Second Helping Emergency Food Cupboard (Bebashi); servicePhone; Second Helping Emergency Food Cupboard (Bebashi)]
[P-Philadelphia Autism Center for Excellence PACE (NorthEast Treatment NET Centers); servicePhone; Philadelphia Autism Center for Excellence PACE (NorthEast Treatment NET Centers)]
[P-The PCS Learning Pod and Parent Resource Center (The Philadelphia Community Stakeholders); servicePhone; The PCS Learning Pod and Parent Resource Center (The Philadelphia Community Stakeholders)]
[P-FamilyBased Mental Health Services (WES Health System); servicePhone; FamilyBased Mental Health Services (WES Health System)]
[P-Food Pantry (St. Luke's Episcopal Church Germantown); servicePhone; Food Pantry (St. Luke's Episcopal Church Germantown)]
[P-Farm to Families (St. Christopher's Foundation for Children)_v1; servicePhone; Farm to Families (St. Christopher's Foundation for Children)_v1]
[P-Food Pantry (Second Baptist Church of Frankford); servicePhone; Food Pantry (Second Baptist Church of Frankford)]
[P-Outpatient Mental Health Services (Gemma Services); servicePhone; Outpatient Mental Health Services (Gemma Services)]
[P-Fresh Produce (Sanctuary Farm); servicePhone; Fresh Produce (Sanctuary Farm)]
[P-Food Pantry (Upper Room Missionary Baptist Church); servicePhone; Food Pantry (Upper Room Missionary Baptist Church)]
[P-Youth Empowerment Program (Earths Keepers); servicePhone; Youth Empowerment Program (Earths Keepers)]
[P-Mental Health Crisis Response Center Adults (Einstein Healthcare Network); servicePhone; Mental Health Crisis Response Center Adults (Einstein Healthcare Network)]
[P-Fairmount Primary Care Center at Horizon House (Delaware Valley Community Health, Inc.); servicePhone; Fairmount Primary Care Center at Horizon House (Delaware Valley Community Health, Inc.)]
[P-Breaking Bread on Broad (Congregation Rodeph Shalo); servicePhone; Breaking Bread on Broad (Congregation Rodeph Shalo)]
[P-Crossroads Treatment Center of NE Philadelphia (ARS Treatment Centers, P.C.); servicePhone; Crossroads Treatment Center of NE Philadelphia (ARS Treatment Centers, P.C.)]
[P-Social Services -Basic Needs Assistance (Helping Hands Ministry Inc); servicePhone; Social Services -Basic Needs Assistance (Helping Hands Ministry Inc)]
[P-My Brother's House (Bethesda Project); servicePhone; My Brother's House (Bethesda Project)]
[P-Substance Abuse Intensive Outpatient (Wedge Recovery Center)_v2; servicePhone; Substance Abuse Intensive Outpatient (Wedge Recovery Center)_v2]
[P-Intensive Prevention Services IPS (CORA Services); servicePhone; Intensive Prevention Services IPS (CORA Services)]
[P-Green Light Pantry (Drueding Center); servicePhone; Green Light Pantry (Drueding Center)]
[P-Church-Based Shelters (Bethesda Project); servicePhone; Church-Based Shelters (Bethesda Project)]
[P-Food Distribution (Circle of Hope)_v2; servicePhone; Food Distribution (Circle of Hope)_v2]
[P-Behavioral Health Services (Asociacion Puertorriquenos en Marcha (APM)); servicePhone; Behavioral Health Services (Asociacion Puertorriquenos en Marcha (APM))]
[P-Mental Health Services (Best Behavioral Healthcare); servicePhone; Mental Health Services (Best Behavioral Healthcare)]
[P-Specialized Services for Autism (Horizon House); servicePhone; Specialized Services for Autism (Horizon House)]
[P-PEACE Psychosis Education, Assessment, Care and Empowerment (Horizon House); servicePhone; PEACE Psychosis Education, Assessment, Care and Empowerment (Horizon House)]
[P-Victim Response Services (Women Organized Against Rape); servicePhone; Victim Response Services (Women Organized Against Rape)]
[P-Pregnancy Testing and Services (Spectrum Health Services); servicePhone; Pregnancy Testing and Services (Spectrum Health Services)]
[P-Health Services (Philadelphia Department of Health); servicePhone; Health Services (Philadelphia Department of Health)]
[P-Caring Together Program (Department of Psychiatry at Drexel Universtiy College of Medicine); servicePhone; Caring Together Program (Department of Psychiatry at Drexel Universtiy College of Medicine)]
[AIDS Prevention (Public Health Management Corporation)_6374267037941760; servicePhone; AIDS Prevention (Public Health Management Corporation)_6374267037941760]
[P-Stephen Klein Wellness Center (Project HOME); servicePhone; Stephen Klein Wellness Center (Project HOME)]
[P-Bereavement Support (Philadelphia Department of Health); servicePhone; Bereavement Support (Philadelphia Department of Health)]
[P-Behavioral Health Services (Spectrum Health Services); servicePhone; Behavioral Health Services (Spectrum Health Services)]
[P-Crossroads Treatment Center of South Philadelphia (ARS Treatment Centers, P.C.); servicePhone; Crossroads Treatment Center of South Philadelphia (ARS Treatment Centers, P.C.)]
[P-Skilled Nursing and Medical Care Services (Marquis Health Services); servicePhone; Skilled Nursing and Medical Care Services (Marquis Health Services)]
[P-Crossroads Treatment Center of Philadelphia West Tabor (ARS Treatment Centers, P.C.); servicePhone; Crossroads Treatment Center of Philadelphia West Tabor (ARS Treatment Centers, P.C.)]
[P-Outpatient Department (Children's Crisis Treatment Center); servicePhone; Outpatient Department (Children's Crisis Treatment Center)]
[P-MST-PSB Multisystemic Therapy for Problem Sexual Behavior (Public Health Management Corporation); servicePhone; MST-PSB Multisystemic Therapy for Problem Sexual Behavior (Public Health Management Corporation)]
[P-Food Pantry (Enon Tabernacle Baptist Church); servicePhone; Food Pantry (Enon Tabernacle Baptist Church)]
[P-Wellness Alliance Community Integration and Recovery Center (Horizon House); servicePhone; Wellness Alliance Community Integration and Recovery Center (Horizon House)]
[P-Food Cupboardby (St. Peter's Church); servicePhone; Food Cupboardby (St. Peter's Church)]
[P-Individual Therapy for Adults (Inner Balance Psychology Center, LLC)%A; servicePhone; Individual Therapy for Adults (Inner Balance Psychology Center, LLC)%A]
[ Adolescent Intensive After-School Program (Elwyn)_5217279899074560; servicePhone;  Adolescent Intensive After-School Program (Elwyn)_5217279899074560]
[P-Center for Brief Therapy (Philadelphia College of Osteopathic Medicine Healthcare Centers); servicePhone; Center for Brief Therapy (Philadelphia College of Osteopathic Medicine Healthcare Centers)]
[P-Child & Adolescent Services (Springfield Psychological); servicePhone; Child & Adolescent Services (Springfield Psychological)]
[P-Therapy Services (Harmony Professional Counseling); servicePhone; Therapy Services (Harmony Professional Counseling)]
[P-Opioid Treatment Program OTP (Achievement Through Counseling and Treatment ACT 1); servicePhone; Opioid Treatment Program OTP (Achievement Through Counseling and Treatment ACT 1)]
